{-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
73,96,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,97,105,0,0,0,0,0,0,0,0,0,0,0,0,8,16,0,0,0,
73,97,105,0,0,0,0,0,3,3,0,0,0,0,0,9,17,0,0,0,
73,97,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,97,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,97,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,97,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,97,105,0,0,0,0,0,0,8,16,0,0,0,0,0,0,0,0,0,
73,97,105,0,0,0,0,0,0,9,17,0,0,0,0,0,0,0,0,0,
73,97,105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,97,105,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,138,146,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70,
73,97,105,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,97,105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,97,105,0,0,0,0,0,0,0,0,0,0,0,8,16,0,0,0,0,
73,97,105,0,0,0,0,0,0,0,0,0,0,0,9,17,0,0,0,0,
73,97,105,0,0,0,0,8,16,0,0,0,0,0,0,0,0,0,0,0,
73,97,105,0,0,0,0,9,17,0,0,0,0,0,0,0,0,0,0,0,
73,97,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,97,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,97,105,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,0,0,
73,97,105,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,0,0,
73,98,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,}	


